metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# proteins	
4441679.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	11	-5.50	80.90	28.10	9	
4441681.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	173	-7.17	86.69	30.12	34	
4441682.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	3	-5.33	77.59	31.33	3	
4441680.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	7	-6.50	80.37	31.00	5	
4441679.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	16	-5.47	76.93	30.27	10	
4441681.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	9	-5.29	77.26	29.00	7	
4441682.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	16	-5.73	73.18	30.87	13	
4441680.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	18	-6.60	79.29	30.33	14	
4441679.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	22	-5.21	80.64	28.68	14	
4441681.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	9	-6.22	77.23	30.78	7	
4441682.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Sodium/glycine symporter GlyP	11	-4.91	70.80	31.18	11	
4441680.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Sodium/glycine symporter GlyP	6	-4.83	77.81	28.83	6	
4441679.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Sodium/glycine symporter GlyP	7	-7.00	77.31	33.00	7	
4441681.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Sodium/glycine symporter GlyP	9	-4.73	70.06	32.00	8	
4441682.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	38	-4.71	74.72	30.84	33	
4441680.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	24	-4.33	70.61	31.50	20	
4441679.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	39	-5.54	76.22	30.85	31	
4441681.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	79	-6.06	81.30	30.68	37	
4441682.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Phosphoserine aminotransferase (EC 2.6.1.52)	32	-5.77	75.80	31.42	22	
4441680.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Phosphoserine aminotransferase (EC 2.6.1.52)	32	-6.03	78.63	30.97	21	
4441679.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Phosphoserine aminotransferase (EC 2.6.1.52)	28	-5.41	76.87	29.93	14	
4441681.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Phosphoserine aminotransferase (EC 2.6.1.52)	77	-6.70	80.63	31.48	25	
4441682.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Phosphoserine phosphatase (EC 3.1.3.3)	5	-5.60	76.17	32.00	4	
4441680.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Phosphoserine phosphatase (EC 3.1.3.3)	5	-7.20	86.77	30.60	4	
4441679.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Phosphoserine phosphatase (EC 3.1.3.3)	8	-6.14	87.61	29.43	5	
4441681.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Phosphoserine phosphatase (EC 3.1.3.3)	95	-6.08	83.70	29.92	18	
4441682.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Serine hydroxymethyltransferase (EC 2.1.2.1)	45	-6.57	80.86	31.57	34	
4441680.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Serine hydroxymethyltransferase (EC 2.1.2.1)	37	-6.73	80.21	31.57	29	
4441679.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Serine hydroxymethyltransferase (EC 2.1.2.1)	64	-6.76	81.30	31.16	47	
4441681.3	Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Serine hydroxymethyltransferase (EC 2.1.2.1)	97	-7.89	86.43	31.78	47	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	2,4-diaminopentanoate dehydrogenase (EC 1.4.1.12)	6	-5.40	81.34	29.40	3	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	2,4-diaminopentanoate dehydrogenase (EC 1.4.1.12)	2	-7.00	73.08	33.50	2	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	2,4-diaminopentanoate dehydrogenase (EC 1.4.1.12)	3	-4.33	75.17	27.00	2	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	2-amino-4-ketopentanoate thiolase, alpha subunit	1	-5.00	62.86	35.00	1	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	2-amino-4-ketopentanoate thiolase, alpha subunit	1	-3.00	58.06	31.00	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	2-amino-4-ketopentanoate thiolase, beta subunit	1	-7.00	86.67	30.00	1	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	2-amino-4-ketopentanoate thiolase, beta subunit	1	-7.00	74.29	35.00	1	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	2-amino-4-ketopentanoate thiolase, beta subunit	5	-5.25	80.11	29.25	3	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	2-amino-4-ketopentanoate thiolase, beta subunit	1	-3.00	62.50	32.00	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	D-Ornithine 4,5-aminomutase E subunit (EC 5.4.3.5)	12	-6.67	83.99	30.00	6	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	D-Ornithine 4,5-aminomutase E subunit (EC 5.4.3.5)	3	-6.33	76.08	29.67	2	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	D-Ornithine 4,5-aminomutase E subunit (EC 5.4.3.5)	9	-5.88	75.62	31.00	5	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	D-Ornithine 4,5-aminomutase E subunit (EC 5.4.3.5)	1	-4.00	78.57	28.00	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	D-Ornithine 4,5-aminomutase S subunit (EC 5.4.3.5)	1	-4.00	72.73	33.00	1	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	D-Ornithine 4,5-aminomutase S subunit (EC 5.4.3.5)	1	-3.00	80.00	25.00	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	Ornithine racemase (EC 5.1.1.12)	1	-4.00	67.86	28.00	1	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	Ornithine racemase (EC 5.1.1.12)	1	-5.00	74.19	31.00	1	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	Ornithine racemase (EC 5.1.1.12)	1	-4.00	63.64	33.00	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	Probable reactivating factor for D-ornithine aminomutase	3	-4.00	79.72	27.33	3	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	Probable reactivating factor for D-ornithine aminomutase	2	-4.50	73.59	30.50	2	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	Probable reactivating factor for D-ornithine aminomutase	5	-3.75	75.01	27.75	4	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylglutamate kinase (EC 2.7.2.8)	13	-4.85	74.74	30.23	12	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylglutamate kinase (EC 2.7.2.8)	11	-3.64	68.22	31.09	10	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylglutamate kinase (EC 2.7.2.8)	12	-4.58	71.84	30.17	12	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylglutamate kinase (EC 2.7.2.8)	70	-6.94	85.52	31.57	19	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine aminotransferase (EC 2.6.1.11)	24	-5.68	73.19	31.44	19	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine aminotransferase (EC 2.6.1.11)	23	-5.90	77.55	30.67	19	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine aminotransferase (EC 2.6.1.11)	18	-5.47	75.48	31.06	14	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine aminotransferase (EC 2.6.1.11)	63	-6.45	79.59	30.78	20	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine aminotransferase 2 (EC 2.6.1.11)	1	-6.00	81.25	32.00	1	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine aminotransferase 2 (EC 2.6.1.11)	1	-3.00	71.43	28.00	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine deacetylase (EC 3.5.1.16)	23	-5.95	75.89	30.45	17	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine deacetylase (EC 3.5.1.16)	5	-6.60	77.55	32.60	5	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine deacetylase (EC 3.5.1.16)	40	-6.63	81.06	30.45	15	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine deacetylase (EC 3.5.1.16)	54	-6.11	82.15	29.41	21	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Arginine pathway regulatory protein ArgR, repressor of arg regulon	4	-3.75	73.21	29.75	4	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Arginine pathway regulatory protein ArgR, repressor of arg regulon	4	-3.50	72.53	30.50	4	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Arginine pathway regulatory protein ArgR, repressor of arg regulon	4	-3.75	69.64	31.25	4	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Arginine pathway regulatory protein ArgR, repressor of arg regulon	2	-4.00	75.08	32.00	2	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Argininosuccinate lyase (EC 4.3.2.1)	31	-5.23	77.06	29.71	25	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Argininosuccinate lyase (EC 4.3.2.1)	29	-5.57	79.11	30.11	21	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Argininosuccinate lyase (EC 4.3.2.1)	23	-5.57	81.61	29.10	20	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Argininosuccinate lyase (EC 4.3.2.1)	113	-7.06	83.09	31.46	39	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Argininosuccinate synthase (EC 6.3.4.5)	33	-6.36	80.83	30.70	22	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Argininosuccinate synthase (EC 6.3.4.5)	19	-6.41	80.19	31.00	13	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Argininosuccinate synthase (EC 6.3.4.5)	26	-6.35	79.69	30.50	19	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Argininosuccinate synthase (EC 6.3.4.5)	79	-7.40	84.70	31.10	35	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Glutamate N-acetyltransferase (EC 2.3.1.35)	16	-5.00	73.46	30.40	15	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Glutamate N-acetyltransferase (EC 2.3.1.35)	7	-4.86	77.56	29.14	7	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Glutamate N-acetyltransferase (EC 2.3.1.35)	14	-4.00	73.31	28.21	14	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Glutamate N-acetyltransferase (EC 2.3.1.35)	80	-5.79	81.79	29.67	19	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	15	-4.14	76.05	28.43	12	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	15	-4.53	71.99	30.07	12	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	10	-5.50	77.37	29.70	10	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	58	-5.02	76.98	29.91	24	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylglutamate synthase (EC 2.3.1.1)	16	-5.00	73.46	30.40	15	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylglutamate synthase (EC 2.3.1.1)	7	-4.86	77.56	29.14	7	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylglutamate synthase (EC 2.3.1.1)	13	-3.85	73.02	28.08	13	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylglutamate synthase (EC 2.3.1.1)	189	-6.39	83.92	30.17	33	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	1	-9.00	90.32	31.00	1	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	2	-7.00	88.62	30.00	1	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	2	-6.00	85.33	30.50	1	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	3	-7.67	80.99	32.00	2	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	3	-6.67	74.00	32.67	3	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	2	-7.00	91.55	29.00	2	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	1	-7.00	100.00	28.00	1	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	62	-7.14	81.88	31.65	21	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Ornithine carbamoyltransferase (EC 2.1.3.3)	53	-6.77	81.88	31.17	34	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Ornithine carbamoyltransferase (EC 2.1.3.3)	34	-6.91	79.37	31.97	24	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Ornithine carbamoyltransferase (EC 2.1.3.3)	50	-6.55	81.70	30.62	33	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Ornithine carbamoyltransferase (EC 2.1.3.3)	86	-6.39	82.30	30.08	45	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Predicted amino-acid acetyltransferase (EC 2.3.1.1) complementing ArgA function in Arginine Biosynthesis pathway	1	-8.00	75.76	33.00	1	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Predicted amino-acid acetyltransferase (EC 2.3.1.1) complementing ArgA function in Arginine Biosynthesis pathway	2	-7.00	76.28	34.50	2	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Predicted arginine uptake transporter	1	-10.00	90.91	33.00	1	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Predicted arginine uptake transporter	19	-7.91	88.02	31.74	7	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Deiminase Pathway	Arginine deiminase (EC 3.5.3.6)	5	-5.20	75.92	29.60	5	
4441680.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Deiminase Pathway	Arginine deiminase (EC 3.5.3.6)	3	-6.33	81.49	30.00	3	
4441679.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Deiminase Pathway	Arginine deiminase (EC 3.5.3.6)	17	-5.00	75.91	29.08	13	
4441681.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Deiminase Pathway	Arginine deiminase (EC 3.5.3.6)	12	-5.91	77.20	31.27	11	
